"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence"
"4","62.2404362708406","25.6779664832904","10"
"4","62.2394365414766","25.6843878844311","11"
"4","62.2376034754565","25.691367488323","12"
"4","62.2368954021875","25.6951893292608","13"
"4","62.2345318873305","25.6998779687338","14"
"4","62.2319167909579","25.7084017775656","15"
"4","62.2308895412588","25.7108412274274","16"
"4","62.2334158881482","25.7184085801599","17"
"4","62.2366683655667","25.7186448782171","18"
"4","62.2380661579156","25.7213131152702","19"
"4","62.2398632117031","25.7272717938111","20"
"4","62.2395272343013","25.7325157297173","21"
"4","62.2375359715794","25.7413403242564","22"
"4","62.2414493783941","25.7491361420017","23"
"4","62.2432113930744","25.7526435666935","24"
"4","62.2462942063595","25.759251093083","25"
"4","62.2489447077961","25.7634126397786","26"
"4","62.2500271705722","25.7772357412265","27"
"4","62.2483022929698","25.7804579434754","28"
"4","62.245437730217","25.7858703772686","29"
"4","62.2431697807729","25.7930130939934","30"
"4","62.2421642472018","25.8004826224455","31"
"4","62.2450139115072","25.807277298671","32"
"4","62.2436909871961","25.8141484615195","33"
"4","62.243183193817","25.825410525519","34"
"4","62.24318868074031","25.830254271596125","35"
"4","62.2421482413344","25.8369564206545","36"
"4","62.2407847385219","25.8378166284411","37"
"4","62.2423582228112","25.8464254607034","38"
"4","62.2456427631781","25.8550793915192","39"
"4","62.2479249603046","25.8672364543821","40"
"4","62.2494690795849","25.8774944782573","41"
"4","62.2521795498138","25.8805087065407","42"
"4","62.2576560417163","25.8840679914252","43"
"4","62.2611087371145","25.8877918751153","44"
"4","62.2650883247754","25.8882391632907","45"
"4","62.2651134679019","25.8994525131579","46"
"4","62.26510264","25.90041031","47"
"4","62.26508767","25.90160657","48"
"4","62.26507518","25.90254535","49"
"4","62.26507518","25.90274383","50"
"4","62.26552455","25.90282966","51"
"4","62.26621357","25.90283503","52"
"4","62.26702239","25.90284039","53"
"4","62.26725705","25.90284576","54"
"4","62.2674142462566","25.9029307489094","55"
"4","62.2710747636522","25.9032354289304","56"
"5","62.2308895412588","25.7108412274274","1"
"5","62.2334158881482","25.7184085801599","2"
"5","62.2366683655667","25.7186448782171","3"
"5","62.2380661579156","25.7213131152702","4"
"5","62.2398632117031","25.7272717938111","5"
"5","62.2395272343013","25.7325157297173","6"
"5","62.2375359715794","25.7413403242564","7"
"5","62.2414493783941","25.7491361420017","8"
"5","62.2432113930744","25.7526435666935","9"
"5","62.2462942063595","25.759251093083","10"
"5","62.2489447077961","25.7634126397786","11"
"5","62.2500271705722","25.7772357412265","12"
"5","62.2483022929698","25.7804579434754","13"
"5","62.245437730217","25.7858703772686","14"
"5","62.2431697807729","25.7930130939934","15"
"5","62.2421642472018","25.8004826224455","16"
"5","62.2411143805257","25.8046182590719","17"
"5","62.2411288278933","25.8132550383514","18"
"5","62.24109186","25.81402402","19"
"5","62.24098192","25.81488232","20"
"5","62.24055218","25.81642728","21"
"5","62.24040227","25.81723194","22"
"5","62.24019239","25.81822972","23"
"5","62.24000749","25.81950645","24"
"5","62.23994753","25.82065444","25"
"5","62.23994253","25.82170586","26"
"5","62.2401346199906","25.8241673331303","27"
"5","62.2399713285725","25.8308104428156","28"
"5","62.2407847385219","25.8378166284411","29"
"5","62.2423582228112","25.8464254607034","30"
"5","62.2456427631781","25.8550793915192","31"
"5","62.2479249603046","25.8672364543821","32"
"5","62.2494690795849","25.8774944782573","33"
"5","62.2521795498138","25.8805087065407","34"
"5","62.2576560417163","25.8840679914252","35"
"5","62.2611087371145","25.8877918751153","36"
"5","62.2650883247754","25.8882391632907","37"
"5","62.2651134679019","25.8994525131579","38"
"5","62.26510264","25.90041031","39"
"5","62.26508767","25.90160657","40"
"5","62.26507518","25.90254535","41"
"5","62.26507518","25.90274383","42"
"5","62.26552455","25.90282966","43"
"5","62.26621357","25.90283503","44"
"5","62.26702239","25.90284039","45"
"5","62.26725705","25.90284576","46"
"5","62.2674142462566","25.9029307489094","47"
"5","62.2710747636522","25.9032354289304","48"
"5","62.2669716519904","25.9029124513887","49"
"5","62.2651176753703","25.8992495907493","50"
"5","62.267882268785","25.8887803734634","51"
"5","62.2721642112425","25.8902394363555","52"
"5","62.2748505892003","25.8915954427449","53"
"5","62.2803492673749","25.8934166317461","54"
"5","62.2856267423703","25.8917391189701","55"
"5","62.2894111547034","25.890317054427","56"
"5","62.2960026408439","25.8838362219898","57"
"5","62.3005848982383","25.8772647965082","58"
"5","62.3115986027979","25.8697167091559","59"
"5","62.325945892372","25.8739914718745","60"
"5","62.3294180240983","25.8710659445757","61"
"5","62.3377510699038","25.8783401767367","62"
"5","62.3435119916484","25.8842526150734","63"
"5","62.3420099097798","25.8976306201925","64"
"5","62.3444230161948","25.9150391946848","65"
"5","62.3474530628205","25.926976701325","66"
"5","62.3474242621739","25.929309725043","67"
"5","62.3380593726365","25.9350603271397","68"
"5","62.3327859504901","25.9509261226713","69"
"5","62.3312078105838","25.9568571994129","70"
"5","62.3229666527144","25.9642222184959","71"
"5","62.3184001724596","25.969743665266","72"
"5","62.3161087306313","25.9766374636007","73"
"5","62.327473609521","26.0029247755178","74"
"5","62.3792248332318","26.0647987372509","75"
"5","62.3730998981201","26.1646224803345","76"
"5","62.3516888510941","26.1704223423311","77"
"5","62.3241785919169","26.197483344303","78"
"5","62.3157794241922","26.2123862426137","79"
"5","62.3042980382141","26.2295610613249","80"
"5","62.2898996428057","26.2452264754038","81"
"5","62.2868971687457","26.2429526875742","82"
"5","62.2724061660771","26.2273690252492","83"
"5","62.270682443016","26.2193454533186","84"
"5","62.2688707460898","26.2165578217386","85"
"5","62.2659427959801","26.2114072708085","86"
"5","62.2645441882972","26.2081937104288","87"
"5","62.2613280440931","26.1977470945014","88"
"6","62.2306811502135","25.7108536452429","1"
"6","62.2334158881482","25.7184085801599","2"
"6","62.2366683655667","25.7186448782171","3"
"6","62.2380661579156","25.7213131152702","4"
"6","62.2398632117031","25.7272717938111","5"
"6","62.2395272343013","25.7325157297173","6"
"6","62.2375359715794","25.7413403242564","7"
"6","62.2412402845086","25.7487200374258","8"
"6","62.2438518045278","25.7539175916026","9"
"6","62.245539844506","25.7454126599405","10"
"6","62.24786010591171","25.74058390781386","11"
"6","62.2489178614366","25.7402534542154","12"
"6","62.2510072020811","25.7452229624829","13"
"6","62.2529620376819","25.7498168265788","14"
"6","62.2559062065052","25.7533656120426","15"
"6","62.2577076242282","25.7570613131656","16"
"6","62.263501896027","25.7670431288592","17"
"6","62.2672830868749","25.7786223345191","18"
"6","62.2712766174814","25.7884598644794","19"
"6","62.2759741029443","25.795365438417","20"
"6","62.2801282102328","25.8014830440264","21"
"6","62.2843703150157","25.8076982113802","22"
"6","62.2858131971103","25.8098198908419","23"
"6","62.2905711884711","25.8149674988912","24"
"6","62.2941427665144","25.8125500579384","25"
"6","62.2978284337516","25.8157216821572","26"
"6","62.306794450949","25.8329005217837","27"
"6","62.308866977738","25.8338753001335","28"
"6","62.3104977851125","25.8410624401485","29"
"6","62.315194702997","25.8466789328327","30"
"6","62.3169074659517","25.8458293620465","31"
"6","62.3194754093312","25.8444176074114","32"
"6","62.3237723820538","25.8412420016269","33"
"6","62.3266722023517","25.838733296962","34"
"6","62.3296768206156","25.8387956460859","35"
"6","62.3329263592594","25.8423632346701","36"
"6","62.331550255277","25.8531750284914","37"
"6","62.3362157105622","25.8591521469521","38"
"6","62.3453848097202","25.8755780764757","39"
"6","62.3529590486278","25.8780697324506","40"
"6","62.3558972037258","25.879332757554","41"
"6","62.3617970956217","25.881834194449","42"
"6","62.3666745200186","25.8891877710421","43"
"6","62.3673838293259","25.9017303758924","44"
"6","62.3710556877264","25.9027857916833","45"
"6","62.3746169944073","25.9028244483594","46"
"6","62.3786163227661","25.9026239911749","47"
"6","62.3819098090961","25.9059317957683","48"
"6","62.390926080405","25.9112001171337","49"
"6","62.3973909080992","25.9208821279769","50"
"6","62.4048821857902","25.9309024009727","51"
"6","62.4091734897816","25.9459635154489","52"
"6","62.4130956031145","25.9499217278233","53"
"6","62.4146943734173","25.9521651226176","54"
"6","62.41494667","25.95067609","55"
"6","62.41501623","25.94990362","56"
"6","62.41526463","25.94938863","57"
"6","62.41601977","25.94868053","58"
"6","62.41664573","25.9480368","59"
"6","62.41716239","25.94724287","60"
"6","62.4176989","25.94625581","61"
"6","62.4201169928773","25.9380290745247","62"
"6","62.4218213329028","25.9328367593525","63"
"6","62.4231595569209","25.9227820843455","64"
"6","62.4258459986218","25.9166933096063","65"
"6","62.4296531354143","25.9146939383498","66"
"6","62.4319037360521","25.9059349940102","67"
"6","62.4342210161153","25.9011030958563","68"
"6","62.4349890762191","25.8987225597572","69"
"7","62.4146943734173","25.9521651226176","1"
"7","62.4145131","25.95298117","2"
"7","62.41430444","25.95383948","3"
"7","62.41419514","25.95437592","4"
"7","62.41407093","25.95484799","5"
"7","62.41398646","25.95530933","6"
"7","62.41392685","25.95565265","7"
"7","62.41391691","25.95599597","8"
"7","62.41389207","25.95639294","9"
"7","62.41386226","25.95699376","10"
"7","62.41383742","25.95749801","11"
"7","62.41378277","25.95772332","12"
"7","62.41371818","25.95795935","13"
"7","62.41360887","25.95809883","14"
"7","62.41341511","25.95818466","15"
"7","62.41307229","25.9582383","16"
"7","62.4118923236257","25.9578741778095","17"
"7","62.409316691563","25.9531285149648","18"
"7","62.4082894472317","25.9525530001824","19"
"7","62.4040925922145","25.9472348842127","20"
"7","62.3993853015449","25.9446743491444","21"
"7","62.3944141723606","25.945639630212","22"
"7","62.3871241691647","25.9395646376221","23"
"7","62.3819149244778","25.9399337454133","24"
"7","62.3782138733587","25.9379804133885","25"
"7","62.3732762848926","25.9393724029705","26"
"7","62.368203835345","25.9399006905147","27"
"7","62.3616584944584","25.9356053649108","28"
"7","62.3561654288574","25.9325379672748","29"
"7","62.3586427652768","25.923257594067","30"
"7","62.3634346627584","25.9119215827253","31"
"7","62.3645236648665","25.9081085482899","32"
"7","62.36669797379","25.899597285706","33"
"7","62.3668582722188","25.8881373899283","34"
"7","62.3603381847824","25.8812167660548","35"
"7","62.3548537190313","25.87888900826","36"
"7","62.3520948969169","25.8777123005716","37"
"7","62.3447181272787","25.8751962345499","38"
"7","62.3297683486114","25.8620132908981","39"
"7","62.3234060931005","25.8565084942925","40"
"7","62.3160259913571","25.849127293234","41"
"7","62.3099192400978","25.843612960861","42"
"7","62.3067483128276","25.8327384319057","43"
"7","62.2972174823418","25.8144729485545","44"
"7","62.2921983776471","25.8140697587044","45"
"7","62.2898306689252","25.8148246815377","46"
"7","62.2862903798779","25.8104846644199","47"
"7","62.2836339078354","25.8066471490128","48"
"7","62.2795810461658","25.8006644325817","49"
"7","62.2753682619519","25.7944706476764","50"
"7","62.2706386322207","25.787140269143","51"
"7","62.2668348367495","25.7772655217592","52"
"7","62.2630684168762","25.7657935603865","53"
"7","62.2580997476708","25.7572884271037","54"
"7","62.2557004435428","25.7521246451156","55"
"7","62.2521742904528","25.7479455937938","56"
"7","62.2510072020811","25.7452229624829","57"
"7","62.2469430836873","25.7428461660995","58"
"7","62.2450020051957","25.7466869487247","59"
"7","62.2431833242808","25.7525876965025","60"
"7","62.2406377371537","25.747521165335","61"
"8","62.2695234133655","25.8222370711739","1"
"8","62.2705584403462","25.8160569916421","2"
"8","62.2711778668929","25.8092209027041","3"
"8","62.2741947577637","25.8079411841911","4"
"8","62.27527457","25.80965943","5"
"8","62.2765265351758","25.8115600580892","6"
"8","62.27543586","25.80987439","7"
"8","62.274064081058","25.8077219430127","8"
"8","62.27332539","25.80652857","9"
"8","62.27255667","25.80539131","10"
"8","62.27196265","25.80441499","11"
"8","62.27184783","25.80424333","12"
"8","62.27171804","25.80412531","13"
"8","62.27161821","25.80405021","14"
"8","62.27150339","25.8038249","15"
"8","62.27144349","25.80362106","16"
"8","62.2714335","25.80322409","17"
"8","62.2715272551195","25.8025119878148","18"
"8","62.2707308575292","25.798690521481","19"
"8","62.2672396420677","25.8013525209686","20"
"8","62.26690777","25.80140931","21"
"8","62.26665314","25.80131275","22"
"8","62.26651334","25.80126983","23"
"8","62.26626869","25.80106599","24"
"8","62.26609894","25.80090505","25"
"8","62.26575942","25.80054027","26"
"8","62.26471589","25.79897386","27"
"8","62.2638958466794","25.7978787873706","28"
"8","62.2608167091359","25.786104765834","29"
"8","62.2602061966008","25.780218439694","30"
"8","62.2577292850814","25.7780439181106","31"
"8","62.2525094580477","25.774181355594","32"
"8","62.2499839355204","25.76676757461","33"
"8","62.248129348739","25.7620082067204","34"
"8","62.2463149716623","25.7589653169978","35"
"8","62.2430375218969","25.7522969666015","36"
"8","62.2406377371537","25.747521165335","37"
"8","62.24786010591171","25.74058390781386","38"
"8","62.248739127619","25.73804910546","39"
"8","62.2498511728564","25.7325241650065","40"
"8","62.24970769","25.73207732","41"
"8","62.24956282","25.73159453","42"
"8","62.24941295","25.73126193","43"
"8","62.24928806","25.7309508","44"
"8","62.24911821","25.73076841","45"
"8","62.24886843","25.73068257","46"
"8","62.24860865","25.73063966","47"
"8","62.2484288","25.73063966","48"
"8","62.24822897","25.73060747","49"
"8","62.24804912","25.73053237","50"
"8","62.24782431","25.7303929","51"
"8","62.24719482","25.72965261","52"
"8","62.24697","25.72932001","53"
"8","62.2464068370281","25.7288517133088","54"
"8","62.2421675572692","25.7267831174163","55"
"8","62.2393184323728","25.7251753487871","56"
"8","62.2374906143345","25.7202028225976","57"
"8","62.23711308","25.71944784","58"
"8","62.23681822","25.71887385","59"
"8","62.23657333","25.71842324","60"
